,Attrition_Flag,Gender,Income_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,monthly_Trans_Ct,monthly_Trans_Amt
162,0,0,2,3,2,2,20459.0,2071.0,0.101,1.0555555555555556,49.083333333333336
163,0,1,4,6,5,3,3482.0,2114.0,0.607,0.5853658536585366,25.341463414634145
164,0,1,1,5,2,3,3065.0,1570.0,0.512,0.7,28.25
165,0,1,4,3,1,2,2185.0,1761.0,0.806,0.6976744186046512,38.25581395348837
166,0,1,4,4,1,0,1611.0,746.0,0.463,0.8055555555555556,39.25
167,0,1,4,3,3,3,2822.0,2173.0,0.77,0.48936170212765956,25.914893617021278
168,1,0,3,6,3,3,23836.25,2517.0,0.076,0.5151515151515151,18.09090909090909
169,0,0,2,5,2,2,1438.3,0.0,0.0,1.127659574468085,46.46808510638298
170,0,1,3,4,3,3,15875.0,1719.0,0.108,1.0277777777777777,44.22222222222222
171,0,1,4,6,3,3,6703.0,893.0,0.133,0.6222222222222222,30.844444444444445
172,1,0,3,2,2,1,3212.0,0.0,0.0,0.5555555555555556,21.02777777777778
173,0,0,3,3,1,3,23836.25,1260.0,0.037,0.7555555555555555,33.422222222222224
174,0,1,1,4,1,2,9797.0,1434.0,0.146,0.9444444444444444,41.75
175,0,1,1,5,2,2,10400.0,1777.0,0.171,0.7777777777777778,30.694444444444443
176,0,0,3,2,1,2,23836.25,1836.0,0.069,1.119047619047619,57.095238095238095
177,0,1,4,4,3,2,3006.0,2517.0,0.837,0.5714285714285714,29.660714285714285
178,0,1,1,6,3,0,19482.0,1072.0,0.055,0.6111111111111112,39.47222222222222
179,0,1,1,4,2,3,3356.0,985.0,0.294,0.7777777777777778,27.75
180,0,0,1,3,2,1,5771.0,2248.0,0.39,0.5294117647058824,40.794117647058826
181,0,0,3,6,2,3,11106.0,2107.0,0.19,0.6666666666666666,34.52777777777778
182,0,1,4,5,3,0,2890.0,2001.0,0.692,0.6666666666666666,34.44444444444444
183,0,0,2,6,2,2,3380.0,1701.0,0.503,0.5555555555555556,33.37777777777778
184,0,0,2,2,1,2,21331.0,1251.0,0.059,1.3888888888888888,40.55555555555556
185,0,1,2,6,2,1,12860.0,0.0,0.0,0.7105263157894737,35.473684210526315
186,0,0,3,3,1,0,6278.0,462.0,0.074,1.0,32.93939393939394
187,0,1,4,5,1,3,1438.3,738.0,0.513,0.6,22.29090909090909
188,0,1,4,5,1,2,9355.0,1626.0,0.174,0.7777777777777778,34.166666666666664
189,0,1,0,6,1,3,20758.0,0.0,0.0,1.032258064516129,50.16129032258065
190,0,0,3,5,3,1,14612.0,1976.0,0.135,0.5106382978723404,38.87234042553192
191,0,0,3,5,2,0,23836.25,0.0,0.0,1.2962962962962963,50.96296296296296
192,0,1,4,4,2,3,6347.0,1594.0,0.251,0.7872340425531915,37.680851063829785
193,0,0,0,3,3,0,21592.0,1676.0,0.078,1.2682926829268293,45.68292682926829
194,0,1,4,5,1,1,3449.0,1598.0,0.463,0.9545454545454546,38.15909090909091
195,0,1,4,2,1,2,6028.0,799.0,0.133,0.6470588235294118,29.470588235294116
196,0,0,0,3,2,3,18214.0,1998.0,0.11,0.5833333333333334,37.333333333333336
197,0,0,3,3,3,1,16393.0,1423.0,0.087,0.9767441860465116,33.97674418604651
198,1,0,4,1,3,2,1438.3,900.0,0.626,0.40384615384615385,14.615384615384615
199,0,0,2,4,1,2,7871.0,1687.0,0.214,0.6111111111111112,39.666666666666664
200,0,0,3,5,3,0,5288.0,866.0,0.164,1.1666666666666667,49.361111111111114
201,0,0,2,4,5,3,11376.0,2006.0,0.176,0.84375,40.6875
202,0,0,3,4,5,3,12302.0,1632.0,0.133,1.0,36.170731707317074
203,0,0,2,3,2,1,23836.25,1679.0,0.049,0.8181818181818182,32.121212121212125
204,0,0,2,4,2,2,23836.25,1468.0,0.043,1.0,41.5625
205,0,1,4,3,2,2,10514.0,1580.0,0.15,0.7714285714285715,35.114285714285714
206,1,1,4,2,4,3,1438.3,0.0,0.0,0.627906976744186,20.6046511627907
207,1,0,2,3,3,3,1438.3,0.0,0.0,0.5217391304347826,18.347826086956523
208,0,0,1,2,1,2,2619.0,1779.0,0.679,0.6607142857142857,25.892857142857142
209,0,0,0,2,3,0,23836.25,2395.0,0.098,0.9056603773584906,43.60377358490566
210,0,1,4,4,1,2,2377.0,1649.0,0.694,0.7222222222222222,38.27777777777778
211,0,0,3,3,2,3,23836.25,1359.0,0.039,0.65,25.825
212,0,0,0,5,3,3,11086.0,2207.0,0.199,0.851063829787234,32.40425531914894
213,0,0,2,4,2,2,11432.0,2517.0,0.22,1.0277777777777777,38.166666666666664
214,0,0,1,5,3,2,13258.0,1721.0,0.13,0.5833333333333334,30.0
215,0,0,4,3,2,3,2571.0,1955.0,0.76,0.6666666666666666,34.27777777777778
216,0,1,4,5,2,0,5781.0,1168.0,0.202,1.032258064516129,51.61290322580645
217,0,0,2,5,1,2,7872.0,2509.0,0.319,1.0666666666666667,38.5
218,0,0,3,6,1,2,23836.25,1202.0,0.035,0.9428571428571428,38.65714285714286
219,0,1,4,4,1,3,11127.0,1835.0,0.165,0.6578947368421053,40.68421052631579
220,0,0,1,2,1,3,1857.0,1603.0,0.863,1.0,36.97674418604651
221,0,1,4,5,1,0,1913.0,1272.0,0.665,0.6111111111111112,40.22222222222222
222,0,0,3,5,3,0,3839.0,2295.0,0.598,1.0,52.958333333333336
223,0,1,1,6,2,3,2115.0,1141.0,0.539,0.5128205128205128,31.358974358974358
224,0,1,4,5,2,2,1438.3,679.0,0.472,1.0740740740740742,41.370370370370374
225,0,0,3,4,3,0,23836.25,1789.0,0.064,0.8571428571428571,35.5
226,0,0,2,4,1,2,1438.3,0.0,0.0,0.8125,45.875
227,0,1,4,6,4,2,13878.0,2222.0,0.16,1.1176470588235294,48.76470588235294
228,0,1,4,3,1,3,3106.0,1304.0,0.42,1.0555555555555556,38.0
229,0,0,0,4,3,3,23836.25,1666.0,0.048,0.4090909090909091,27.681818181818183
230,1,1,1,4,4,3,1438.3,1025.0,0.713,0.24,14.04
231,0,0,3,2,3,0,18871.0,1740.0,0.092,0.45652173913043476,32.95652173913044
232,0,0,0,5,2,2,5207.0,1748.0,0.336,0.896551724137931,45.172413793103445
233,0,0,3,6,2,2,17965.0,1644.0,0.092,1.3888888888888888,49.083333333333336
234,0,0,2,6,3,3,2733.0,1819.0,0.666,0.6756756756756757,25.216216216216218
235,0,0,2,4,3,2,8863.0,1301.0,0.147,0.5625,31.5
236,1,0,3,2,3,3,1857.0,1833.0,0.987,0.4722222222222222,23.02777777777778
237,0,0,3,3,3,3,23836.25,0.0,0.0,0.8181818181818182,33.93939393939394
238,0,0,1,5,3,3,11107.0,1222.0,0.11,1.1,50.2
239,0,0,3,4,1,2,21573.0,1585.0,0.073,1.0588235294117647,40.705882352941174
240,1,1,4,2,3,3,2859.0,2517.0,0.88,0.9090909090909091,24.757575757575758
241,0,0,3,4,2,2,5269.0,1475.0,0.28,0.6944444444444444,58.166666666666664
242,1,0,1,2,2,3,1438.3,0.0,0.0,0.4666666666666667,18.11111111111111
243,1,1,4,1,3,2,3387.0,0.0,0.0,0.6666666666666666,14.166666666666666
244,0,0,3,6,2,3,1982.0,1289.0,0.65,1.065217391304348,29.934782608695652
245,0,0,3,2,2,2,4645.0,1650.0,0.355,0.7674418604651163,27.74418604651163
246,0,1,4,6,3,2,2189.0,1666.0,0.761,1.0,35.75
247,1,0,0,3,3,3,2442.0,0.0,0.0,0.6333333333333333,23.366666666666667
248,0,0,2,4,1,2,21304.0,1532.0,0.072,0.6578947368421053,46.578947368421055
249,0,0,2,5,1,2,7577.0,2480.0,0.327,0.9722222222222222,39.138888888888886
250,0,0,0,4,1,2,3234.0,1486.0,0.459,0.9032258064516129,43.67741935483871
251,0,0,1,5,3,2,4469.0,1125.0,0.252,0.9444444444444444,49.02777777777778
252,0,0,1,6,3,4,2910.0,709.0,0.244,0.5869565217391305,25.91304347826087
253,1,0,1,2,4,3,3616.0,1054.0,0.291,0.3541666666666667,14.3125
254,0,0,4,3,2,3,3252.0,1495.0,0.46,0.26785714285714285,21.910714285714285
255,0,1,4,4,3,3,2358.0,1152.0,0.489,0.7222222222222222,48.25
256,0,0,2,4,1,0,22322.0,953.0,0.043,0.9444444444444444,37.44444444444444
257,0,0,0,4,2,2,3133.0,1510.0,0.482,0.9743589743589743,36.794871794871796
258,0,1,1,2,3,0,3540.0,849.0,0.24,0.8,37.74285714285714
259,0,0,1,6,3,2,6990.0,1378.0,0.197,1.2608695652173914,64.30434782608695
260,0,0,3,2,2,3,23836.25,1652.0,0.048,1.7727272727272727,58.31818181818182
261,1,1,1,1,4,1,1438.3,0.0,0.0,0.575,17.225
262,0,0,2,6,3,2,23836.25,1171.0,0.048,0.4857142857142857,27.571428571428573
263,0,1,4,2,3,2,2474.0,2143.0,0.866,1.1111111111111112,42.80555555555556
264,0,0,1,5,1,3,5214.0,795.0,0.152,0.71875,39.3125
265,0,1,4,5,2,2,5207.0,1650.0,0.317,0.43478260869565216,29.108695652173914
266,0,1,4,2,2,2,9512.0,1082.0,0.114,0.88,40.28
267,0,1,4,6,3,2,3187.0,2430.0,0.762,1.434782608695652,60.30434782608695
268,1,1,1,1,3,3,3353.0,0.0,0.0,0.33962264150943394,18.11320754716981
269,0,0,2,3,3,3,2290.0,1434.0,0.626,0.47368421052631576,29.44736842105263
270,0,0,1,6,1,3,5279.0,1115.0,0.211,0.9534883720930233,38.18604651162791
271,0,0,2,5,3,0,23603.0,0.0,0.0,1.0689655172413792,47.6551724137931
272,0,0,1,6,2,2,2601.0,0.0,0.0,0.7111111111111111,27.377777777777776
273,0,0,3,4,3,0,6363.0,1029.0,0.162,0.4,38.55
274,0,0,3,4,3,3,8029.0,1576.0,0.196,0.8888888888888888,30.38888888888889
275,0,1,4,2,2,2,2410.0,1769.0,0.734,0.967741935483871,39.25806451612903
276,1,0,2,1,1,2,3401.0,0.0,0.0,0.5,20.666666666666668
277,0,1,4,4,2,0,2260.0,1007.0,0.446,1.434782608695652,70.17391304347827
278,0,0,3,5,2,2,17682.0,2481.0,0.14,1.0333333333333334,58.233333333333334
279,0,1,1,3,1,3,4206.0,1100.0,0.262,0.5238095238095238,27.238095238095237
280,0,0,3,4,3,2,23836.25,1440.0,0.042,0.918918918918919,42.567567567567565
281,0,0,3,4,3,0,23018.0,2168.0,0.094,0.6666666666666666,40.638888888888886
282,0,1,1,5,2,3,5556.0,1711.0,0.308,0.4772727272727273,38.77272727272727
283,1,1,1,3,3,1,6094.0,0.0,0.0,0.3181818181818182,20.65909090909091
284,0,0,1,3,1,2,2939.0,1999.0,0.68,0.6346153846153846,46.80769230769231
285,0,0,3,2,1,0,5362.0,1274.0,0.238,0.8541666666666666,39.083333333333336
286,1,0,0,3,3,3,23836.25,0.0,0.0,0.6944444444444444,27.77777777777778
287,0,1,4,6,3,2,3342.0,2517.0,0.753,0.8333333333333334,31.63888888888889
288,1,1,4,6,2,2,2532.0,2221.0,0.877,0.525,19.975
289,0,1,4,2,2,3,1900.0,1376.0,0.724,0.9782608695652174,40.891304347826086
290,0,0,2,2,3,2,14546.0,1703.0,0.117,0.7297297297297297,34.4054054054054
291,0,1,4,2,3,2,2521.0,1608.0,0.638,0.9166666666666666,36.888888888888886
292,0,0,2,3,4,3,16427.0,1682.0,0.102,1.0,43.861111111111114
293,0,0,1,5,1,2,13068.0,1718.0,0.131,0.7777777777777778,26.02777777777778
294,0,0,2,6,3,0,23218.0,1814.0,0.078,1.121212121212121,53.0
295,0,0,1,5,1,3,3281.0,837.0,0.255,0.8055555555555556,39.55555555555556
296,0,0,1,5,3,2,3096.0,2217.0,0.716,0.8723404255319149,42.787234042553195
297,0,1,1,5,2,3,2052.0,1250.0,0.609,0.5961538461538461,23.23076923076923
298,0,1,4,2,3,0,1438.3,583.0,0.405,0.8,41.96666666666667
299,0,0,1,2,3,2,9432.0,1418.0,0.15,0.6666666666666666,33.82051282051282
300,0,0,0,5,2,3,14938.0,2303.0,0.154,0.6,21.08888888888889
301,0,0,2,5,3,2,2221.0,1343.0,0.605,0.8333333333333334,37.166666666666664
302,0,0,2,6,3,0,5731.0,1577.0,0.275,0.7027027027027027,42.0
303,0,0,2,2,2,3,23836.25,2061.0,0.06,0.9696969696969697,40.90909090909091
304,0,0,2,5,2,2,6985.0,1130.0,0.162,2.0,77.0
305,0,0,0,3,3,0,23836.25,1707.0,0.07,0.9523809523809523,39.95238095238095
306,0,1,2,4,1,1,15439.0,0.0,0.0,1.7916666666666667,86.20833333333333
307,0,0,3,6,3,2,21637.0,2030.0,0.094,0.6388888888888888,33.94444444444444
308,0,0,0,2,3,2,14543.0,0.0,0.0,1.0,41.513513513513516
309,0,1,4,2,1,1,9684.0,2475.0,0.256,0.8611111111111112,38.888888888888886
310,0,0,1,2,2,2,5007.0,930.0,0.186,0.7777777777777778,29.166666666666668
311,0,0,2,3,2,0,1616.0,1047.0,0.648,0.6111111111111112,25.72222222222222
312,0,0,2,5,2,2,19116.0,0.0,0.0,0.725,29.6
313,0,1,4,5,6,2,2759.0,2223.0,0.806,0.8936170212765957,44.53191489361702
314,1,0,0,2,3,3,8249.0,1381.0,0.167,0.2894736842105263,17.842105263157894
315,0,1,2,2,3,2,14041.0,2154.0,0.153,0.9354838709677419,47.32258064516129
316,0,0,2,5,3,2,5264.0,2169.0,0.412,0.627906976744186,28.348837209302324
317,0,1,4,4,2,1,2420.0,1912.0,0.79,0.6666666666666666,32.03703703703704
